row,col,pos_x,pos_y,title,id_mp,id_fr
13,11,203,261,Яременко Богдан Васильович,192,1
13,12,221,261,Нагорняк Сергій Володимирович,176,1
13,13,239,261,Ковальов Олексій Іванович,163,1
13,14,257,261,Саламаха Орест Ігорович,98,1
13,15,275,261,Мазурашу Георгій Георгійович,180,1
13,16,293,261,Кузьміних Сергій Володимирович,49,1
13,19,347,261,Шипайло Остап Ігорович,316,1
13,20,365,261,Володіна Дар'я Артемівна,264,1
13,21,383,261,Хоменко Олена Вікторівна,268,1
13,22,401,261,Кунаєв Артем Юрійович,296,1
13,23,419,261,Нагаєвський Артем Сергійович,293,1
13,25,455,261,Крячко Михайло Валерійович,260,1
13,26,473,261,Рябуха Тетяна Василівна,134,1
13,27,491,261,Марченко Людмила Іванівна,262,1
13,28,509,261,Вільне місце,,
13,29,527,261,Гайду Олександр Васильович,105,1
13,32,581,261,Ковальов Артем Володимирович,244,1
13,33,599,261,Калаур Іван Романович,429,1
13,34,617,261,Вільне місце,,
13,35,635,261,Богуцька Єлізавета Петрівна,292,1
13,36,653,261,Кривошеєв Ігор Сергійович,236,1
13,37,671,261,Салійчук Олександр В'ячеславович,276,1
13,42,761,261,Куницький Олександр Олегович,146,1
13,43,779,261,Шинкаренко Іван Анатолійович,317,1
13,44,797,261,Бабій Роман Вячеславович,247,1
13,46,833,261,Кісєль Юрій Григорович,242,1
14,4,77,282,Корнієнко Олександр Сергійович,207,1
14,5,95,282,Арахамія Давид Георгійович,204,1
14,9,167,282,Кравчук Євгенія Михайлівна,308,1
14,10,185,282,Потураєв Микита Русланович,294,1
14,11,203,282,Кінзбурська Вікторія Олександрівна,148,1
14,12,221,282,Пушкаренко Арсеній Михайлович,278,1
14,13,239,282,Лічман Ганна Василівна,21,1
14,14,257,282,Припутень Дмитро Сергійович,297,1
14,15,275,282,Галушко Микола Леонідович,79,1
14,18,329,282,Мулик Роман Миронович,271,1
14,19,347,282,Вінтоняк Олена Василівна,313,1
14,20,365,282,Мезенцева Марія Сергіївна,145,1
14,21,383,282,Дунда Олег Андрійович,73,1
14,22,401,282,Мандзій Сергій Володимирович,435,1
14,23,419,282,Павлюк Максим Васильович,298,1
14,25,455,282,Шуляк Олена Олексіївна,213,1
14,26,473,282,Руденко Ольга Сергіївна,431,1
14,27,491,282,Безгін Віталій Юрійович,275,1
14,28,509,282,Костюк Дмитро Сергійович,47,1
14,29,527,282,Стернійчук Валерій Олександрович,245,1
14,30,545,282,Струневич Вадим Олегович,239,1
14,33,599,282,Дубнов Артем Васильович,190,1
14,34,617,282,Фролов Павло Валерійович,322,1
14,35,635,282,Петруняк Євген Васильович,287,1
14,36,653,282,Василів Ігор Володимирович,141,1
14,37,671,282,Новіков Михайло Миколайович,323,1
14,38,689,282,Задорожний Андрій Вікторович,315,1
14,39,707,282,Галайчук Вадим Сергійович,243,1
14,43,779,282,Клочко Андрій Андрійович,280,1
14,44,797,282,Павловський Петро Іванович,311,1
14,46,833,282,Сушко Павло Миколайович,228,1
16,2,41,324,Зінкевич Яна Вадимівна,392,4
16,8,149,324,Геращенко Ірина Володимирівна,388,4
16,9,167,324,Іонова Марія Миколаївна,408,4
16,10,185,324,Павленко Ростислав Миколайович,403,4
16,11,203,324,Вільне місце,,
16,12,221,324,Пашковський Максим Ігорович,2,1
16,13,239,324,Грищенко Тетяна Миколаївна,48,1
16,14,257,324,Грищук Роман Павлович,199,1
16,17,311,324,Бобровська Соломія Анатоліївна,417,5
16,18,329,324,Клименко Юлія Леонідівна,410,5
16,19,347,324,Вільне місце,,
16,20,365,324,Волинець Михайло Якович,381,3
16,21,383,324,Наливайченко Валентин Олександрович,364,3
16,22,401,324,Ніколаєнко Андрій Іванович,380,3
16,23,419,324,Тарута Сергій Олексійович,363,3
16,25,455,324,Батенко Тарас Іванович,100,6
16,26,473,324,Бондар Віктор Васильович,168,6
16,27,491,324,М'ялик Віктор Ничипорович,132,6
16,28,509,324,Чайківський Іван Адамович,142,6
16,29,527,324,Іванчук Андрій Володимирович,70,7
16,30,545,324,Арешонков Володимир Юрійович,46,7
16,31,563,324,Довгий Олесь Станіславович,84,0
16,34,617,324,Мамка Григорій Миколайович,347,2
16,35,635,324,Колтунович Олександр Сергійович,346,2
16,36,653,324,Волошин Олег Анатолійович,354,2
16,37,671,324,Христенко Федір Володимирович,33,2
16,38,689,324,Славицька Антоніна Керимівна,361,2
16,39,707,324,Бурміч Анатолій Петрович,344,2
16,40,725,324,Кива Ілля Володимирович,358,2
16,46,833,324,Королевська Наталія Юріївна,328,2
17,2,41,345,Вільне місце,,
17,6,113,345,Порошенко Петро Олексійович,386,4
17,7,131,345,Забродський Михайло Віталійович,389,4
17,8,149,345,Федина Софія Романівна,390,4
17,9,167,345,Джемілєв Мустафа,391,4
17,10,185,345,Чийгоз Ахтем Зейтуллайович,393,4
17,11,203,345,Санченко Олександр Володимирович,436,1
17,12,221,345,Саладуха Ольга Валеріївна,256,1
17,13,239,345,Дмитрук Артем Геннадійович,110,1
17,16,293,345,Костенко Роман Васильович,421,5
17,17,311,345,Совсун Інна Романівна,423,5
17,18,329,345,Рудик Кіра Олександрівна,411,5
17,19,347,345,Вільне місце,,
17,20,365,345,Вільне місце,,
17,21,383,345,Немиря Григорій Михайлович,369,3
17,22,401,345,Тимошенко Юлія Володимирівна,362,3
17,23,419,345,Соболєв Сергій Владиславович,365,3
17,25,455,345,Кучер Микола Іванович,8,6
17,26,473,345,Білозір Лариса Миколаївна,6,6
17,27,491,345,Вільне місце,,
17,28,509,345,Вацак Геннадій Анатолійович,7,6
17,29,527,345,Савчук Оксана Василівна,65,0
17,30,545,345,Яценко Антон Володимирович,177,6
17,31,563,345,Бакунець Павло Андрійович,99,7
17,32,581,345,Дубневич Ярослав Васильович,97,6
17,35,635,345,Пономарьов Олександр Сергійович,60,2
17,36,653,345,Кальцев Володимир Федорович,348,2
17,37,671,345,Лукашев Олександр Анатолійович,90,2
17,38,689,345,Гнатенко Валерій Сергійович,36,2
17,39,707,345,Мороз Володимир Вікторович,42,2
17,40,725,345,Дунаєв Сергій Володимирович,333,2
17,41,743,345,Борт Віталій Петрович,352,2
17,42,761,345,Павленко Юрій Олексійович,349,2
17,46,833,345,Рабінович Вадим Зіновійович,326,2
18,2,41,366,Лопушанський Андрій Ярославович,102,4
18,7,131,366,Герасимов Артур Володимирович,396,4
18,8,149,366,Климпуш-Цинцадзе Іванна Орестівна,395,4
18,9,167,366,Южаніна Ніна Петрівна,399,4
18,10,185,366,В'ятрович Володимир Михайлович,434,4
18,11,203,366,Скороход Анна Костянтинівна,75,0
18,12,221,366,Лерос Гео Багратович,223,1
18,13,239,366,Васильковський Ігор Ігорович,116,1
18,16,293,366,Макаров Олег Анатолійович,414,5
18,17,311,366,Піпа Наталія Романівна,92,5
18,18,329,366,Рущишин Ярослав Іванович,94,5
18,19,347,366,Вільне місце,,
18,20,365,366,Данілов Віталій Богданович,377,3
18,21,383,366,Дубіль Валерій Олександрович,371,3
18,22,401,366,Кириленко Іван Григорович,367,3
18,23,419,366,Кожем'якін Андрій Анатолійович,368,3
18,25,455,366,Гузь Ігор Володимирович,10,6
18,26,473,366,Палиця Ігор Петрович,13,6
18,27,491,366,Констанкевич Ірина Мирославівна,14,6
18,28,509,366,Івахів Степан Петрович,12,6
18,29,527,366,Молоток Ігор Федорович,137,0
18,30,545,366,Лабазюк Сергій Петрович,165,0
18,31,563,366,Люшняк Микола Володимирович,143,7
18,32,581,366,Кіт Андрій Богданович,103,7
18,35,635,366,Папієв Михайло Миколайович,337,2
18,36,653,366,Плачкова Тетяна Михайлівна,355,2
18,37,671,366,Приходько Наталія Ігорівна,350,2
18,38,689,366,Качний Олександр Сталіноленович,360,2
18,39,707,366,Макаренко Михайло Васильович,353,2
18,40,725,366,Іоффе Юлій Якович,336,2
18,41,743,366,Бойко Юрій Анатолійович,325,2
18,46,833,366,Шуфрич Нестор Іванович,331,2
19,7,131,387,Парубій Андрій Володимирович,387,4
19,8,149,387,Бондар Михайло Леонтійович,96,4
19,9,167,387,Величкович Микола Романович,404,4
19,10,185,387,Ар'єв Володимир Ігорович,402,4
19,11,203,387,Вільне місце,,
19,12,221,387,Вільне місце,,
19,15,275,387,Осадчук Андрій Петрович,420,5
19,16,293,387,Юрчишин Ярослав Романович,415,5
19,17,311,387,Устінова Олександра Юріївна,413,5
19,18,329,387,Стефанишина Ольга Анатоліївна,418,5
19,19,347,387,Вільне місце,,
19,20,365,387,Мейдич Олег Леонідович,9,3
19,21,383,387,Шкрум Альона Іванівна,383,3
19,22,401,387,Івченко Вадим Євгенович,385,3
19,23,419,387,Крулько Іван Іванович,373,3
19,25,455,387,Лубінець Дмитро Валерійович,43,6
19,26,473,387,Колихаєв Ігор Вікторович,161,6
19,27,491,387,Шаповалов Юрій Анатолійович,123,6
19,28,509,387,Бабенко Микола Вікторович,72,7
19,29,527,387,Сухов Олександр Сергійович,88,7
19,30,545,387,Вельможний Сергій Анатолійович,89,7
19,31,563,387,Приходько Борис Вікторович,187,7
19,32,581,387,Давиденко Валерій Миколайович,185,7
19,33,599,387,Кулініч Олег Іванович,124,7
19,36,653,387,Ісаєнко Дмитро Валерійович,339,2
19,37,671,387,Кісільов Ігор Петрович,342,2
19,38,689,387,Мамоян Суто Чолоєвич,357,2
19,39,707,387,Пузанов Олександр Геннадійович,356,2
19,40,725,387,Суркіс Григорій Михайлович,341,2
19,41,743,387,Льовочкін Сергій Володимирович,329,2
19,46,833,387,Медведчук Віктор Володимирович,327,2
20,10,185,408,Сюмар Вікторія Петрівна,401,4
20,11,203,408,Кубів Степан Іванович,397,4
20,14,257,408,Железняк Ярослав Іванович,412,5
20,15,275,408,Василенко Леся Володимирівна,424,5
20,16,293,408,Цабаль Володимир Володимирович,419,5
20,17,311,408,Васильченко Галина Іванівна,95,5
20,18,329,408,Лозинський Роман Михайлович,422,5
20,19,347,408,Вільне місце,,
20,20,365,408,Яковенко Євген Геннадійович,39,0
20,21,383,408,Кабаченко Володимир Вікторович,384,3
20,22,401,408,Цимбалюк Михайло Михайлович,376,3
20,23,419,408,Лабунська Анжеліка Вікторівна,374,3
20,25,455,408,Балога Віктор Іванович,51,6
20,26,473,408,Урбанський Анатолій Ігорович,120,6
20,27,491,408,Кіссе Антон Іванович,119,6
20,28,509,408,Юрчишин Петро Васильович,4,6
20,29,527,408,Рудик Сергій Ярославович,433,0
20,30,545,408,Шахов Сергій Володимирович,91,7
20,31,563,408,Поляк Владіслав Миколайович,55,0
20,32,581,408,Петьовка Василь Васильович,54,7
20,33,599,408,Горват Роберт Іванович,50,7
20,34,617,408,Лунченко Валерій Валерійович,53,7
20,37,671,408,Ларін Сергій Миколайович,426,2
20,38,689,408,Чорний Віктор Іванович,351,2
21,15,275,429,Вільне місце,,
21,16,293,429,Вакарчук Святослав Іванович,409,5
21,17,311,429,Рахманін Сергій Іванович,416,5
21,18,329,429,Умєров Рустем Енверович,425,5
21,19,347,429,Поляков Антон Едуардович,183,0
21,20,365,429,Вільне місце,,
21,21,383,429,Вільне місце,,
21,22,401,429,Пузійчук Андрій Вікторович,382,3
21,23,419,429,Бєлькова Ольга Валентинівна,378,3
21,25,455,429,Деркач Андрій Леонідович,136,0
21,26,473,429,Герега Олександр Володимирович,169,6
21,27,491,429,Мінько Сергій Анатолійович,62,6
21,28,509,429,Магера Сергій Васильович,41,0
21,29,527,429,Требушкін Руслан Валерійович,37,0
21,30,545,429,Гриб Вікторія Олександрівна,86,0
21,31,563,429,Єфімов Максим Вікторович,35,7
21,32,581,429,Ковальов Олександр Іванович,38,7
21,33,599,429,Фельдман Олександр Борисович,151,2
22,5,95,450,Гончаренко Олексій Олексійович,114,4
22,6,113,450,Фріз Ірина Василівна,398,4
22,7,131,450,Алєксєєв Сергій Олегович,405,4
22,8,149,450,Саврасов Максим Віталійович,407,4
22,9,167,450,Князевич Руслан Петрович,406,4
22,10,185,450,Княжицький Микола Леонідович,93,4
22,11,203,450,Синютка Олег Михайлович,394,4
22,37,671,450,Льовочкіна Юлія Володимирівна,345,2
22,38,689,450,Скорик Микола Леонідович,340,2
22,39,707,450,Абрамович Ігор Олександрович,338,2
22,40,725,450,Столар Вадим Михайлович,335,2
22,41,743,450,Загородній Юрій Іванович,343,2
22,42,761,450,Вільне місце,,
22,43,779,450,Вільне місце,,
23,5,95,471,Вільне місце,,
23,6,113,471,Вільне місце,,
23,7,131,471,Вільне місце,,
23,8,149,471,Вільне місце,,
23,9,167,471,Вільне місце,,
23,10,185,471,Вільне місце,,
23,11,203,471,Вільне місце,,
23,18,329,471,Бондарєв Костянтин Анатолійович,375,3
23,19,347,471,Власенко Сергій Володимирович,370,3
23,20,365,471,Абдуллін Олександр Рафкатович,372,3
23,21,383,471,Кучеренко Олексій Юрійович,379,3
23,27,491,471,Магомедов Муса Сергоєвич,32,0
23,28,509,471,Новинський Вадим Владиславович,40,0
23,29,527,471,Шенцев Дмитро Олексійович,153,0
23,30,545,471,Шпенов Дмитро Юрійович,28,0
23,37,671,471,Вільне місце,,
23,38,689,471,Вільне місце,,
23,39,707,471,Німченко Василь Іванович,330,2
23,40,725,471,Козак Тарас Романович,334,2
23,41,743,471,Кузьмін Ренат Равелійович,359,2
23,42,761,471,Солод Юрій Васильович,34,2
23,43,779,471,Вільне місце,,
